"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Value","Flag Codes","Flags"
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",15,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",15,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",20,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2000","2000",24,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2001","2001",20,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2002","2002",16,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2003","2003",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2004","2004",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2005","2005",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2006","2006",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2007","2007",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2008","2008",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2009","2009",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2010","2010",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2011","2011",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2012","2012",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2013","2013",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2014","2014",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2015","2015",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2016","2016",12.5,,
"IRL","Ireland","CIT_RATE","Corporate income tax rate","2017","2017",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",24,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",20,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",16,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",12.5,,
"IRL","Ireland","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",24,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",20,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",16,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",12.5,,
"IRL","Ireland","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",12.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2000","2000",37,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2001","2001",36,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2002","2002",36,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2003","2003",34,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2004","2004",33,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2005","2005",33,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2006","2006",33,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2007","2007",33,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2008","2008",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2009","2009",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2010","2010",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2011","2011",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2012","2012",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2013","2013",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2014","2014",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2015","2015",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2016","2016",27.5,,
"ITA","Italy","CIT_RATE","Corporate income tax rate","2017","2017",24,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",37,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",36,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",36,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",34,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",33,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",33,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",33,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",33,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",27.5,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",27.5,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",27.5,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",27.5,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",27.39275,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",27.39275,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",27.39275,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",27.39275,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",27.39275,,
"ITA","Italy","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2017","2017",23.9064,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2000","2000",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2001","2001",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2002","2002",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2003","2003",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2004","2004",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2005","2005",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2006","2006",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2007","2007",4.25,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2008","2008",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2009","2009",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2010","2010",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2011","2011",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2012","2012",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2013","2013",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2014","2014",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2015","2015",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2016","2016",3.9,,
"ITA","Italy","SUB_CENT_GOV_CIT_RATE","Sub-central government corporate income tax rate","2017","2017",3.9,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000",41.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001",40.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002",40.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003",38.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004",37.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005",37.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006",37.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007",37.25,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008",31.4,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009",31.4,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010",31.4,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011",31.4,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012",31.29275,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013",31.29275,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014",31.29275,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015",31.29275,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016",31.29275,,
"ITA","Italy","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017",27.8064,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2000","2000",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2001","2001",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2002","2002",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2003","2003",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2004","2004",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2005","2005",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2006","2006",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2007","2007",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2008","2008",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2009","2009",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2010","2010",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2011","2011",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2012","2012",30,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2013","2013",28.05,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2014","2014",28.05,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2015","2015",23.9,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2016","2016",23.4,,
"JPN","Japan","CIT_RATE","Corporate income tax rate","2017","2017",23.4,,
"JPN","Japan","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2013","2013",25.5,,
"JPN","Japan","CIT_RATE_EXCL_SURTAX","Corporate income tax rate exclusive of surtax","2014","2014",25.5,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2000","2000",27.37,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2001","2001",27.37,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2002","2002",27.37,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2003","2003",27.37,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2004","2004",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2005","2005",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2006","2006",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2007","2007",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2008","2008",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2009","2009",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2010","2010",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2011","2011",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2012","2012",27.99,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2013","2013",26.17,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2014","2014",26.17,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2015","2015",22.55,,
"JPN","Japan","CIT_RATE_LESS_SUB_NAT","Corporate income tax rate less deductions for sub-national taxes","2016","2016",22.59,,
